title,description,answer,type,category,priority,language,tag
Shift swap request not visible for team...,"Employee Harper Moore (ID EMP66453) reports clock-in problem at Distribution East. Phone +1-283-700-4871, email harpermoore510@mailinator.com. GPS 43.655267,-79.680604. Issue started during night shift. Manager Hannah Hall unable to appprove. Timesheet shows 8h instead of 9h. Device Galaxy A54 (OS iPadOS 17.4), appp v10.5.6, network Corporate VPN. Error code AUTH-401-MFA. Ref:798-713",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,low,en,Sync
Login loop after MFA for Elijah Thompson,"User Elijah Thompson experienced an appplication crash on OnePlus 10 (OS iPadOS 17.4) when opening teh Settings screen. Email elijahthompson807@contoso.com / phone +1-893-320-5914. After MFA code 315878, teh screen froze. Build v9.3.1, network Wi-Fi. Logs show err0r code NPE-UI-22. Occurred today 08:15. Ref:1054-288  Impact: affects payroll cutoff if not resolved before Friday.",Expanded geofence radius to 200m and updated kiosk firmware to v3.2.1; retry the punch.,Request,Mobile App & UI issues,medium,en,Schedule
Overtime calculation appears off for Avery Turner,"Employee Avery Turner (ID EMP47480) reports clock-in problem at HQ Toronto. Phone +1-413-231-4577, email averyturner388@example.com. GPS 43.702964,-79.441595. Issue started yesterday 17:40. Manager Miguel Young unable to approve. Timesheet shows 8h instead of 7h. Device OnePlus 10 (OS Android 14), app v8.7.0, network Corporate VPN. Error code PUNCH-403. Ref:1016-545",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Request,Times & Attendance,low,en,Kiosk
Punch recorded twice for Elijah Davis,"Employee Elijah Davis (ID EMP75913) reports clock-in problem at Warehouse A. Phone +1-592-586-6396, email elijahdavis601@mailinator.com. GPS 44.083527,-79.170284. Issue started since last Friday. Manager Marco Roberts unable to appprove. Timesheet shows 7.5h instead of 6.5h. Device OnePlus 10 (OS iPadOS 17.4), appp v8.5.1, network Corporate VPN. Error code NPE-UI-22. Ref:1358-968",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Incident,Times & Attendance,low,en,DevicePolicy
Overtime calculation appears off for Mia Smith,"Employee Mia Smith (ID EMP95368) reports clock-in problem at Plant 3 - Dock. Phone +1-204-924-7988, email miasmith24@acme.test. GPS 43.70305,-79.177799. Issue started after daylight saving change. Manager Grace Miller unable to approve. Timesheet shows 9h instead of 8h. Device Samsung Galaxy S22 (OS Android 14), app v9.0.4, network Corporate VPN. Error code HTTP 504. Ref:267-632  Impact: affects payroll cutoff if not resolved before Friday.",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Problem,Times & Attendance,low,en,MFA
Clock-in failed for Ines Lee at Call Center West,"Employee Ines Lee (ID EMP46736) reports clock-in problem at Call Center West. Phone +1-463-402-7835, email ineslee776@sample.io. GPS 44.159711,-79.242631. Issue started since last Friday. Manager Hao Reed unable to approve. Timesheet shows 9h instead of 11h. Device Samsung Galaxy S22 (OS iPadOS 17.4), app v7.7.3, network LTE. Error code PUNCH-403. Ref:1999-474",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Request,Times & Attendance,urgent,en,Overtime
Login loop after MFA for Joao White,User Joao White experienced an appli...,Cleared appp cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Mobile App & UI issues,low,en,Schedule
Login loop after MFA for Joao Wright,"User Joao Wright experienced an application crash on Samsung Galaxy S22 (OS iOS 17.4) when opening the Timesheet screen. Email joaowright893@demo.co / phone +1-652-597-2661. After MFA code 248752, the screen froze. Build v10.4.6, network Wi-Fi. Logs show err0r code APP-5001. Occurred yesterday 17:40. Ref:923-842  Impact: affects payroll cutoff if not resolved before Friday.","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Request,Mobile App & UI issues,medium,en,MFA
Clock-in failed for Hao Moore at Call Center West,Employee Hao Moore (ID EMP83291) reports clock-in problem at Call Cente...,"Enabled background refresh & pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Question,Times & Attendance,low,en,TimeOff
Punch recorded twice for Jia Phillips,"Employee Jia Phillips (ID EMP19681) reports clock-in problem at Clinic North. Phone +1-402-915-1972, email jiaphillips983@example.com. GPS 43.652796,-79.186379. Issue started after daylight saving change. Manager Luca Anderson unable to appprove. Timesheet shows 8.5h instead of 10.5h. Device OnePlus 10 (OS iOS 16.7), appp v8.7.0, network Corporate VPN. Error code APP-5001. Ref:845-626","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Request,Times & Attendance,low,en,Login
Dark mode hides text on Settings screen,"User Harper Mitchell experienced an application crash on Samsung Galaxy S22 (OS iOS 17.4) when opening the Approvals screen. Email harpermitchell212@sample.io / phone +1-971-988-4061. After MFA code 604004, the screen froze. Build v9.1.9, network LTE. Logs show error code SYNC-409. Occurred today 08:15. Ref:1762-684",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Question,Mobile App & UI issues,low,en,TimeOff
Overtime calculation appears off for Liam Sanchez,"Employee Liam Sanchez (ID EMP79421) reports clock-in problem at Office NYC. Phone +1-889-552-5303, email liamsanchez333@demo.co. GPS 43.724955,-79.445942. Issue started after daylight saving change. Manager Isabella Perez unable to approve. Timesheet shows 8h instead of 9h. Device iPad Mini (OS iOS 16.7), app v8.0.0, network LTE. Error code APP-5001. Ref:177-615",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Question,Times & Attendance,medium,en,PDFExport
Profile picture upload fails,"User Hao Sanchez experienced an application crash on iPhone 12 (OS iOS 17.4) when opening the Punch screen. Email haosanchez561@sample.io / phone +1-994-633-1992. After MFA code 712682, the screen froze. Build v7.7.5, network Corporate VPN. Logs show error code APP-5001. Occurred during night shift. Ref:91-167",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,medium,en,ShiftSwap
Profile picture upload fails,"User Luis Young experienced an application crash on Pixel 8 (OS Android 13) when opening teh Schedule screen. Email luisyoung461@demo.co / phone +1-655-829-5845. After MFA code 540355, teh screen froze. Build v10.1.7, network Wi-Fi. Logs show err0r code CRASH-09. Occurred around lunch break. Ref:1975-510",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Mobile App & UI issues,low,en,ShiftSwap
"Profile picture upload fails  Steps tried: reinstall, toggled airplane mode, switched networks.","User Jack Thomas experienced an appplication crash on iPhone 14 Pro (OS Android 14) when opening the Timesheet screen. Email jackthomas838@mailinator.com / phone +1-546-923-9237. After MFA code 994397, the screen froze. Build v10.8.8, network Wi-Fi. Logs show error code PUNCH-403. Occurred after update this morning. Ref:18-914",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Mobile App & UI issues,low,en,Kiosk
Timesheet not updating hours for Henry Bell...,"Employee Henry Bell (ID EMP83001) reports clock-in problem at Retail Store #214. Phone +1-488-709-2470, email henrybell453@fabrikam.org. GPS 44.168788,-79.381244. Issue started around lunch break. Manager Bruna King unable to approve. Timesheet shows 9h instead of 11h. Device Galaxy A54 (OS iOS 17.4), app v10.4.4, network Wi-Fi. Error code SYNC-409. Ref:1875-840",Re-enabled push notifications at OS level and refreshed device token; test a sample alert from Notifications Center.,Incident,Times & Attendance,low,en,Sync
Slow loading of schedule on 5G...,"User Daniel Harris experienced an application crash on OnePlus 10 (OS Android 13) when opening the Timesheet screen. Email danielharris259@contoso.com / phone +1-248-438-4444. After MFA code 918027, the screen froze. Build v7.9.7, network 5G. Logs show error code SYNC-409. Occurred since last Friday. Ref:1825-506","Enabled background refresh and pushed app config policy. If crash persists, send diagnostics via Settings -> Support.",Incident,Mobile App & UI issues,low,en,Punch
Overtime calculation appears off for Jia Rogers...,"Employee Jia Rogers (ID EMP47346) reports clock-in problem at Clinic North. Phone +1-460-802-2550, email jiarogers208@acme.test. GPS 43.910705,-79.274496. Issue started around lunch break. Manager Amelia Parker unable to approve. Timesheet shows 8h instead of 10h. Device Pixel 8 (OS Android 14), app v10.3.3, network LTE. Error code CRASH-09. Ref:1817-742",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Request,Times & Attendance,low,en,Timezone
Buttons overlap on small screen — UI layout bug,"User Nora Carter experienced an application crash on Pixel 8 (OS Android 13) when opening teh Punch screen. Email noracarter624@mailinator.com / phone +1-583-382-8491. After MFA code 450756, teh screen froze. Build v7.3.7, network 5G. Logs show error code SYNC-409. Occurred today 08:15. Ref:710-503",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,low,en,ManagerApproval
Timesheet not updating hours for Ana Thomas,"Employee Ana Thomas (ID EMP97223) reports clock-in problem at HQ Toronto. Phone +1-752-208-7337, email anathomas457@acme.test. GPS 43.658265,-79.103556. Issue started end of quarter. Manager Noah Hall unable to approve. Timesheet shows 10h instead of 11h. Device iPad Mini (OS Android 13), app v9.0.2, network 5G. Error code APP-5001. Ref:1970-769",Corrected pay policy rule for overtime after 40h; retro calculation queued and will reflect before payroll cutoff.,Problem,Times & Attendance,low,en,Accessibility
Dark mode hides text on Settings screen,User Amelia Smith experienced an application crash on iPhone 12 (OS Andr...,Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,medium,en,Overtime
Timesheet not updating hours for Lena Gonzalez,"Employee Lena Gonzalez (ID EMP51615) reports clock-in problem at Warehouse A. Phone +1-779-969-5499, email lenagonzalez583@fabrikam.org. GPS 43.944954,-79.580068. Issue started during night shift. Manager Mateo Wright unable to approve. Timesheet shows 8.5h instead of 9.0h. Device OnePlus 10 (OS Android 14), app v7.0.8, network 5G. Error code SYNC-409. Ref:104-229",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,PayrollCutoff
Profile picture upload fails,"User Jack Jackson experienced an application crash on OnePlus 10 (OS iOS 17.4) when opening the Settings screen. Email jackjackson174@example.com / phone +1-823-723-1080. After MFA code 728803, the screen froze. Build v9.4.1, network LTE. Logs show error code HTTP 504. Occurred around lunch break. Ref:1630-594",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,medium,en,DevicePolicy
Buttons overlap on small screen — UI layout bug,"User Liam White experienced an application crash on OnePlus 10 (OS iOS 17.4) when opening the Schedule screen. Email liamwhite402@acme.test / phone +1-258-531-3626. After MFA code 565511, the screen froze. Build v7.7.9, network Corporate VPN. Logs show error code APP-5001. Occurred during night shift. Ref:1462-442",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Question,Mobile App & UI issues,high,en,DevicePolicy
Push notifications missing for Amelia Wright...,"User Amelia Wright experienced an application crash on Galaxy A54 (OS iOS 16.7) when opening the Wallet screen. Email ameliawright656@sample.io / phone +1-896-974-7239. After MFA code 732896, the screen froze. Build v10.8.7, network 5G. Logs show error code NPE-UI-22. Occurred after daylight saving change. Ref:1063-626",Reset session token & invalidated stale refresh token; please sign out/in & confirm timesheet sync in 10 minutes.,Incident,Mobile App & UI issues,low,en,Kiosk
Login loop after MFA for Mateo Morris  Observed that sync completes after 10–15 min then reverts.,"User Mateo Morris experienced an application crash on Samsung Galaxy S22 (OS iOS 16.7) when opening the Schedule screen. Email mateomorris796@contoso.com / phone +1-969-382-6524. After MFA code 752816, the screen froze. Build v9.1.1, network LTE. Logs show error code PUNCH-403. Occurred since last Friday. Ref:441-444",Cleared app cache and forced a re-sync; verify location services and try again near site perimeter.,Incident,Mobile App & UI issues,high,en,Login
Kiosk PIN rejected for Ethan Stewart,"Employee Ethan Stewart (ID EMP26808) reports clock-in problem at HQ Toronto. Phone +1-666-715-6396, email ethanstewart44@contoso.com. GPS 43.874353,-79.229435. Issue started around lunch break. Manager Miguel Lee unable to approve. Timesheet shows 7.5h instead of 6.5h. Device OnePlus 10 (OS iOS 17.4), app v10.8.4, network Corporate VPN. Error code NPE-UI-22. Ref:1640-996",Reset session token and invalidated stale refresh token; please sign out/in and confirm timesheet sync in 10 minutes.,Incident,Times & Attendance,medium,en,Timesheet
